userId,movieId,rating
C5024,I-1021,
C5024,I-1039,
C5024,I-1019,
C5024,I-1040,
C5024,I-1038,
C5024,I-1002,
C5024,I-1033,
C5024,I-1044,
C5024,I-1032,
C5024,I-1020,
C5024,I-1039,
C5024,I-1031,
C5024,I-1022,
C5024,I-1030,
C5024,I-1040,
C5025,I-1042,
C5025,I-1006,
C5025,I-1044,
C5025,I-1043,
C5025,I-1013,
C5025,I-1044,
C5025,I-1006,
C5025,I-1044,
C5026,I-1041,
C5026,I-1002,
C5026,I-1013,
C5026,I-1031,
C5026,I-1035,
C5026,I-1042,
C5026,I-1016,
C5026,I-1044,
C5026,I-1030,
C5026,I-1014,
C5026,I-1040,
C5026,I-1043,
C5026,I-1044,
C5026,I-1015,
C5026,I-1010,
C5026,I-1040,
C5027,I-1002,
C5027,I-1011,
C5027,I-1041,
C5027,I-1037,
C5027,I-1008,
C5027,I-1038,
C5027,I-1034,
C5027,I-1015,
C5027,I-1003,
C5027,I-1041,
C5027,I-1013,
C5027,I-1036,
C5027,I-1045,
C5028,I-1021,
C5028,I-1018,
C5028,I-1031,
C5028,I-1032,
C5028,I-1021,
C5028,I-1013,
C5028,I-1002,
C5028,I-1020,
C5028,I-1020,
C5028,I-1032,
C5028,I-1043,
C5028,I-1021,
C5028,I-1001,
C5028,I-1012,
C5028,I-1042,
C5028,I-1032,
C5028,I-1024,
C5028,I-1012,
C5028,I-1020,
C5028,I-1044,
C5028,I-1042,
C5028,I-1029,
C5028,I-1022,
C5028,I-1019,
C5028,I-1028,
C5028,I-1021,
C5029,I-1015,
C5029,I-1009,
C5029,I-1011,
C5029,I-1036,
C5029,I-1009,
C5029,I-1008,
C5029,I-1034,
C5029,I-1017,
C5029,I-1016,
C5029,I-1013,
C5030,I-1001,
C5030,I-1035,
C5030,I-1036,
C5030,I-1020,
C5030,I-1016,
C5030,I-1037,
C5030,I-1009,
C5030,I-1020,
C5030,I-1041,
C5030,I-1011,
C5030,I-1034,
C5030,I-1002,
C5031,I-1019,
C5032,I-1045,
C5032,I-1010,
C5032,I-1007,
C5032,I-1041,
C5032,I-1022,
C5032,I-1043,
C5033,I-1044,
C5033,I-1012,
C5033,I-1043,
C5033,I-1042,
C5033,I-1036,
C5033,I-1007,
C5033,I-1044,
C5033,I-1013,
C5033,I-1027,
C5033,I-1003,
C5033,I-1039,
C5033,I-1016,
C5033,I-1028,
C5033,I-1044,
C5033,I-1006,
C5033,I-1012,
C5033,I-1015,
C5034,I-1016,
C5034,I-1012,
C5034,I-1043,
C5034,I-1010,
C5034,I-1039,
C5034,I-1042,
C5034,I-1044,
C5034,I-1043,
C5034,I-1044,
C5034,I-1042,
C5034,I-1045,
C5035,I-1024,
C5035,I-1035,
C5035,I-1028,
C5035,I-1019,
C5035,I-1021,
C5035,I-1014,
C5035,I-1029,
C5035,I-1021,
C5035,I-1014,
C5035,I-1022,
C5035,I-1020,
C5035,I-1020,
C5035,I-1007,
C5035,I-1003,
C5035,I-1002,
C5035,I-1038,
C5035,I-1020,
C5035,I-1019,
C5035,I-1022,
C5035,I-1022,
C5035,I-1036,
C5035,I-1022,
C5035,I-1035,
C5035,I-1020,
C5035,I-1020,
C5036,I-1043,
C5036,I-1042,
C5036,I-1013,
C5036,I-1007,
C5036,I-1041,
C5036,I-1007,
C5036,I-1031,
C5036,I-1039,
C5036,I-1032,
C5036,I-1012,
C5036,I-1011,
C5036,I-1032,
C5036,I-1015,
C5036,I-1030,
C5036,I-1001,
C5036,I-1007,
C5037,I-1020,
C5037,I-1010,
C5037,I-1021,
C5037,I-1014,
C5037,I-1003,
C5037,I-1021,
C5037,I-1015,
C5037,I-1036,
C5037,I-1009,
C5037,I-1029,
C5037,I-1045,
C5037,I-1013,
C5037,I-1010,
C5037,I-1021,
C5037,I-1044,
C5037,I-1012,
C5037,I-1040,
C5037,I-1043,
C5037,I-1007,
C5037,I-1042,
C5037,I-1021,
C5037,I-1018,
C5037,I-1022,
C5037,I-1007,
C5037,I-1041,
C5037,I-1045,
C5037,I-1045,
C5037,I-1035,
C5037,I-1044,
C5037,I-1014,
C5037,I-1009,
C5037,I-1010,
C5037,I-1022,
C5037,I-1018,
C5038,I-1016,
C5038,I-1036,
C5038,I-1004,
C5038,I-1015,
C5038,I-1012,
C5038,I-1017,
C5038,I-1044,
C5038,I-1043,
C5038,I-1017,
C5038,I-1041,
C5039,I-1022,
C5039,I-1008,
C5039,I-1042,
C5039,I-1007,
C5039,I-1012,
C5039,I-1029,
C5039,I-1041,
C5039,I-1039,
C5039,I-1022,
C5039,I-1012,
C5039,I-1029,
C5039,I-1009,
C5039,I-1006,
C5039,I-1002,
C5039,I-1044,
C5039,I-1010,
C5039,I-1044,
C5039,I-1045,
C5039,I-1025,
C5039,I-1022,
C5039,I-1021,
C5039,I-1020,
C5039,I-1012,
C5039,I-1029,
C5039,I-1042,
C5039,I-1010,
C5039,I-1010,
C5039,I-1005,
C5039,I-1030,
C5039,I-1043,
C5039,I-1041,
C5039,I-1012,
C5040,I-1012,
C5040,I-1008,
C5040,I-1044,
C5040,I-1013,
C5040,I-1013,
C5040,I-1014,
C5040,I-1045,
C5040,I-1043,
C5040,I-1010,
C5040,I-1044,
C5040,I-1032,
C5040,I-1019,
C5040,I-1027,
C5040,I-1013,
C5040,I-1016,
C5040,I-1029,
C5040,I-1012,
C5040,I-1010,
C5040,I-1018,
C5040,I-1044,
C5041,I-1007,
C5041,I-1003,
C5041,I-1016,
C5041,I-1007,
C5041,I-1011,
C5041,I-1005,
C5041,I-1003,
C5041,I-1014,
C5041,I-1036,
C5041,I-1002,
C5041,I-1015,
C5041,I-1005,
C5041,I-1044,
C5041,I-1015,
C5041,I-1002,
C5041,I-1038,
C5041,I-1005,
C5041,I-1031,
C5041,I-1016,
C5041,I-1042,
C5041,I-1010,
C5042,I-1001,
C5042,I-1005,
C5042,I-1039,
C5042,I-1038,
C5042,I-1011,
C5042,I-1032,
C5042,I-1039,
C5042,I-1040,
C5042,I-1005,
C5042,I-1007,
C5042,I-1043,
C5042,I-1043,
C5042,I-1029,
C5042,I-1036,
C5043,I-1016,
C5043,I-1010,
C5043,I-1044,
C5043,I-1044,
C5043,I-1022,
C5043,I-1020,
C5043,I-1044,
C5043,I-1043,
C5043,I-1013,
C5043,I-1010,
C5043,I-1005,
C5043,I-1017,
C5043,I-1044,
C5043,I-1008,
C5043,I-1015,
C5043,I-1008,
C5043,I-1019,
C5043,I-1024,
C5043,I-1006,
C5043,I-1045,
C5043,I-1013,
C5044,I-1037,
C5044,I-1026,
C5044,I-1028,
C5044,I-1040,
C5045,I-1029,
C5045,I-1018,
C5045,I-1021,
C5045,I-1045,
C5045,I-1025,
C5045,I-1008,
C5046,I-1042,
C5046,I-1008,
C5046,I-1009,
C5046,I-1010,
C5046,I-1010,
C5046,I-1044,
C5046,I-1006,
C5046,I-1008,
C5046,I-1009,
C5046,I-1012,
C5046,I-1008,
C5046,I-1045,
C5046,I-1029,
C5046,I-1020,
C5046,I-1030,
C5046,I-1007,
C5046,I-1026,
C5046,I-1045,
C5046,I-1010,
C5046,I-1018,
C5046,I-1043,
C5046,I-1039,
C5046,I-1007,
C5046,I-1043,
C5046,I-1042,
C5046,I-1018,
C5046,I-1018,
C5046,I-1030,
C5047,I-1042,
C5047,I-1045,
C5047,I-1024,
C5047,I-1010,
C5047,I-1009,
C5047,I-1044,
C5047,I-1012,
C5047,I-1043,
C5047,I-1014,
C5047,I-1008,
C5048,I-1012,
C5048,I-1039,
C5048,I-1015,
C5048,I-1001,
C5048,I-1041,
C5048,I-1011,
C5048,I-1001,
C5048,I-1014,
C5048,I-1042,
C5048,I-1016,
C5048,I-1044,
C5048,I-1009,
C5048,I-1013,
C5048,I-1009,
C5048,I-1044,
C5048,I-1019,
C5048,I-1007,
C5048,I-1021,
C5049,I-1044,
C5049,I-1022,
C5049,I-1044,
C5049,I-1041,
C5049,I-1014,
C5049,I-1009,
C5049,I-1044,
C5049,I-1042,
C5049,I-1027,
C5049,I-1007,
C5050,I-1018,
C5050,I-1041,
C5050,I-1034,
C5050,I-1006,
C5050,I-1031,
C5050,I-1041,
C5050,I-1027,
C5050,I-1044,
C5050,I-1016,
C5050,I-1010,
C5050,I-1013,
C5050,I-1018,
C5050,I-1044,
C5050,I-1011,
C5050,I-1010,
C5050,I-1009,
C5051,I-1042,
C5051,I-1016,
C5051,I-1042,
C5051,I-1019,
C5051,I-1043,
C5052,I-1025,
C5052,I-1044,
C5052,I-1032,
C5052,I-1007,
C5052,I-1015,
C5052,I-1044,
C5052,I-1010,
C5052,I-1036,
C5052,I-1023,
C5052,I-1012,
C5053,I-1013,
C5053,I-1015,
C5053,I-1040,
C5053,I-1006,
C5053,I-1043,
C5053,I-1018,
C5053,I-1043,
C5053,I-1013,
C5053,I-1010,
C5053,I-1030,
C5053,I-1006,
C5053,I-1028,
C5053,I-1012,
C5053,I-1045,
C5053,I-1042,
C5053,I-1041,
C5053,I-1013,
C5054,I-1041,
C5054,I-1012,
C5056,I-1017,
C5056,I-1021,
C5056,I-1019,
C5056,I-1043,
C5056,I-1014,
C5056,I-1044,
C5056,I-1020,
C5056,I-1042,
C5057,I-1034,
C5057,I-1040,
C5057,I-1035,
C5057,I-1013,
C5057,I-1040,
C5057,I-1040,
C5057,I-1002,
C5057,I-1005,
C5057,I-1044,
C5057,I-1034,
C5057,I-1020,
C5057,I-1004,
C5057,I-1016,
C5058,I-1045,
C5058,I-1010,
C5058,I-1036,
C5058,I-1043,
C5058,I-1043,
C5058,I-1013,
C5058,I-1045,
C5058,I-1024,
C5058,I-1042,
C5058,I-1044,
C5059,I-1036,
C5059,I-1019,
C5059,I-1005,
C5059,I-1017,
C5059,I-1003,
C5059,I-1018,
C5059,I-1004,
C5059,I-1006,
C5059,I-1018,
C5059,I-1011,
C5059,I-1007,
C5059,I-1004,
C5059,I-1022,
C5059,I-1016,
C5059,I-1001,
C5059,I-1017,
C5059,I-1010,
C5059,I-1042,
C5059,I-1023,
C5060,I-1011,
C5060,I-1033,
C5060,I-1031,
C5060,I-1035,
C5060,I-1037,
C5060,I-1017,
C5060,I-1038,
C5060,I-1031,
C5060,I-1009,
C5060,I-1008,
C5060,I-1003,
C5061,I-1025,
C5061,I-1032,
C5061,I-1016,
C5061,I-1044,
C5061,I-1045,
C5061,I-1006,
C5061,I-1044,
C5061,I-1044,
C5061,I-1013,
C5062,I-1019,
C5062,I-1034,
C5062,I-1016,
C5062,I-1002,
C5062,I-1045,
C5063,I-1042,
C5063,I-1013,
C5063,I-1010,
C5063,I-1007,
C5063,I-1006,
C5063,I-1016,
C5063,I-1034,
C5063,I-1041,
C5063,I-1042,
C5063,I-1019,
C5063,I-1009,
C5063,I-1026,
C5063,I-1006,
C5063,I-1003,
C5064,I-1036,
C5064,I-1011,
C5064,I-1010,
C5064,I-1034,
C5064,I-1045,
C5064,I-1035,
C5064,I-1007,
C5064,I-1036,
C5064,I-1033,
C5064,I-1011,
C5064,I-1004,
C5064,I-1011,
C5064,I-1031,
C5064,I-1017,
C5064,I-1035,
C5064,I-1043,
C5065,I-1006,
C5065,I-1043,
C5065,I-1007,
C5065,I-1041,
C5065,I-1013,
C5065,I-1035,
C5065,I-1009,
C5065,I-1015,
C5065,I-1007,
C5065,I-1026,
C5065,I-1006,
C5065,I-1007,
C5065,I-1021,
C5065,I-1044,
C5065,I-1010,
C5065,I-1006,
C5065,I-1009,
C5065,I-1014,
C5065,I-1011,
C5065,I-1005,
C5066,I-1007,
C5066,I-1011,
C5066,I-1006,
C5066,I-1015,
C5066,I-1010,
C5066,I-1036,
C5066,I-1044,
C5066,I-1010,
C5066,I-1003,
C5066,I-1040,
C5067,I-1044,
C5067,I-1010,
C5067,I-1039,
C5067,I-1041,
C5067,I-1031,
C5067,I-1002,
C5067,I-1044,
C5067,I-1017,
C5067,I-1018,
C5067,I-1006,
C5067,I-1015,
C5067,I-1043,
C5067,I-1010,
C5067,I-1031,
C5067,I-1029,
C5067,I-1040,
C5067,I-1025,
C5067,I-1027,
C5067,I-1013,
C5067,I-1044,
C5067,I-1013,
C5068,I-1002,
C5068,I-1004,
C5068,I-1015,
C5068,I-1011,
C5068,I-1022,
C5068,I-1022,
C5068,I-1009,
C5068,I-1022,
C5068,I-1033,
C5068,I-1022,
C5068,I-1020,
C5068,I-1031,
C5068,I-1019,
C5068,I-1022,
C5068,I-1022,
C5068,I-1011,
C5068,I-1019,
C5069,I-1008,
C5070,I-1022,
C5070,I-1021,
C5070,I-1002,
C5070,I-1020,
C5070,I-1003,
C5070,I-1022,
C5070,I-1020,
C5070,I-1022,
C5070,I-1019,
C5070,I-1022,
C5070,I-1044,
C5070,I-1016,
C5070,I-1022,
C5070,I-1038,
C5070,I-1022,
C5070,I-1020,
C5070,I-1022,
C5070,I-1022,
C5070,I-1036,
C5070,I-1019,
C5070,I-1019,
C5071,I-1032,
C5071,I-1010,
C5071,I-1007,
C5071,I-1010,
C5072,I-1010,
C5072,I-1012,
C5072,I-1042,
C5072,I-1024,
C5072,I-1040,
C5072,I-1010,
C5072,I-1042,
C5072,I-1029,
C5072,I-1012,
C5072,I-1010,
C5072,I-1041,
C5072,I-1016,
C5072,I-1045,
C5072,I-1029,
C5072,I-1044,
C5072,I-1036,
C5072,I-1041,
C5072,I-1013,
C5072,I-1006,
C5073,I-1045,
C5073,I-1004,
C5073,I-1011,
C5073,I-1014,
C5073,I-1042,
C5073,I-1005,
C5073,I-1040,
C5073,I-1016,
C5073,I-1035,
C5073,I-1014,
C5073,I-1015,
C5073,I-1009,
C5073,I-1028,
C5073,I-1011,
C5073,I-1001,
C5073,I-1003,
C5074,I-1006,
C5074,I-1045,
C5075,I-1020,
C5075,I-1005,
C5075,I-1019,
C5075,I-1022,
C5075,I-1043,
C5076,I-1020,
C5076,I-1019,
C5077,I-1016,
C5077,I-1044,
C5077,I-1043,
C5077,I-1041,
C5077,I-1045,
C5077,I-1034,
C5077,I-1024,
C5077,I-1045,
C5077,I-1043,
C5077,I-1027,
C5077,I-1036,
C5077,I-1043,
C5077,I-1044,
C5078,I-1013,
C5078,I-1031,
C5078,I-1005,
C5078,I-1005,
C5078,I-1008,
C5078,I-1015,
C5078,I-1020,
C5078,I-1035,
C5078,I-1003,
C5078,I-1011,
C5078,I-1004,
C5078,I-1045,
C5078,I-1013,
C5078,I-1020,
C5078,I-1009,
C5078,I-1009,
C5078,I-1039,
C5079,I-1013,
C5079,I-1042,
C5079,I-1013,
C5079,I-1042,
C5079,I-1045,
C5079,I-1014,
C5079,I-1032,
C5079,I-1042,
C5080,I-1020,
C5080,I-1022,
C5080,I-1011,
C5080,I-1043,
C5080,I-1013,
C5080,I-1032,
C5080,I-1035,
C5080,I-1041,
C5080,I-1007,
C5080,I-1020,
C5080,I-1019,
C5080,I-1042,
C5080,I-1044,
C5080,I-1006,
C5080,I-1044,
C5080,I-1044,
C5080,I-1042,
C5080,I-1013,
C5080,I-1021,
C5080,I-1045,
C5080,I-1019,
C5081,I-1019,
C5081,I-1022,
C5081,I-1009,
C5081,I-1020,
C5081,I-1020,
C5081,I-1016,
C5081,I-1022,
C5081,I-1022,
C5081,I-1042,
C5081,I-1021,
C5081,I-1004,
C5081,I-1026,
C5081,I-1020,
C5081,I-1019,
C5081,I-1022,
C5081,I-1039,
C5081,I-1019,
C5081,I-1017,
C5081,I-1031,
C5082,I-1008,
C5082,I-1042,
C5082,I-1045,
C5082,I-1001,
C5082,I-1043,
C5082,I-1044,
C5082,I-1009,
C5082,I-1032,
C5082,I-1007,
C5083,I-1041,
C5083,I-1045,
C5083,I-1024,
C5083,I-1043,
C5083,I-1012,
C5083,I-1011,
C5083,I-1020,
C5083,I-1031,
C5083,I-1010,
C5083,I-1006,
C5083,I-1011,
C5083,I-1012,
C5083,I-1007,
C5083,I-1037,
C5083,I-1001,
C5083,I-1032,
C5083,I-1016,
C5083,I-1013,
C5083,I-1007,
C5083,I-1035,
C5083,I-1041,
C5083,I-1010,
C5083,I-1007,
C5083,I-1012,
C5084,I-1021,
C5084,I-1036,
C5084,I-1041,
C5084,I-1043,
C5084,I-1019,
C5084,I-1033,
C5084,I-1020,
C5084,I-1022,
C5084,I-1022,
C5085,I-1006,
C5085,I-1044,
C5085,I-1001,
C5085,I-1008,
C5086,I-1023,
C5086,I-1019,
C5086,I-1021,
C5086,I-1027,
C5086,I-1041,
C5086,I-1044,
C5086,I-1006,
C5086,I-1024,
C5086,I-1044,
C5086,I-1029,
C5086,I-1010,
C5086,I-1039,
C5086,I-1021,
C5086,I-1014,
C5086,I-1005,
C5086,I-1012,
C5086,I-1029,
C5086,I-1009,
C5086,I-1020,
C5086,I-1044,
C5086,I-1020,
C5086,I-1041,
C5086,I-1029,
C5087,I-1001,
C5087,I-1005,
C5087,I-1038,
C5087,I-1040,
C5087,I-1016,
C5087,I-1003,
C5087,I-1008,
C5087,I-1014,
C5087,I-1031,
C5087,I-1017,
C5087,I-1035,
C5087,I-1001,
C5087,I-1017,
C5087,I-1014,
C5087,I-1034,
C5087,I-1032,
C5087,I-1002,
C5087,I-1045,
C5087,I-1035,
C5087,I-1043,
C5087,I-1010,
C5088,I-1021,
C5088,I-1025,
C5088,I-1036,
C5088,I-1019,
C5088,I-1035,
C5088,I-1044,
C5088,I-1018,
C5088,I-1020,
C5089,I-1008,
C5089,I-1013,
C5089,I-1015,
C5089,I-1007,
C5089,I-1041,
C5089,I-1044,
C5089,I-1039,
C5089,I-1010,
C5089,I-1034,
C5089,I-1016,
C5089,I-1005,
C5089,I-1039,
C5089,I-1002,
C5089,I-1013,
C5089,I-1013,
C5089,I-1016,
C5090,I-1021,
C5090,I-1022,
C5090,I-1019,
C5091,I-1018,
C5091,I-1022,
C5091,I-1011,
C5091,I-1041,
C5091,I-1008,
C5091,I-1022,
C5091,I-1013,
C5091,I-1019,
C5091,I-1022,
C5091,I-1036,
C5091,I-1015,
C5091,I-1022,
C5091,I-1010,
C5091,I-1043,
C5091,I-1019,
C5091,I-1002,
C5091,I-1015,
C5091,I-1022,
C5091,I-1035,
C5092,I-1039,
C5092,I-1005,
C5092,I-1036,
C5092,I-1032,
C5092,I-1008,
C5092,I-1005,
C5092,I-1010,
C5092,I-1032,
C5092,I-1036,
C5092,I-1011,
C5092,I-1015,
C5092,I-1012,
C5093,I-1041,
C5093,I-1041,
C5093,I-1010,
C5093,I-1044,
C5093,I-1041,
C5093,I-1010,
C5093,I-1043,
C5093,I-1035,
C5093,I-1045,
C5093,I-1041,
C5093,I-1020,
C5093,I-1032,
C5093,I-1040,
C5093,I-1021,
C5093,I-1008,
C5093,I-1045,
C5093,I-1034,
C5093,I-1019,
C5093,I-1008,
C5093,I-1001,
C5093,I-1007,
C5094,I-1033,
C5094,I-1012,
C5094,I-1044,
C5094,I-1028,
C5094,I-1002,
C5094,I-1023,
C5094,I-1044,
C5094,I-1002,
C5094,I-1001,
C5094,I-1009,
C5094,I-1009,
C5094,I-1001,
C5094,I-1012,
C5094,I-1007,
C5094,I-1019,
C5094,I-1020,
C5094,I-1019,
C5094,I-1013,
C5094,I-1019,
C5094,I-1028,
C5094,I-1018,
C5094,I-1019,
C5094,I-1022,
C5094,I-1043,
C5094,I-1009,
C5094,I-1007,
C5094,I-1028,
C5094,I-1016,
C5094,I-1006,
C5094,I-1044,
C5094,I-1039,
C5095,I-1007,
C5095,I-1013,
C5095,I-1017,
C5095,I-1043,
C5095,I-1036,
C5095,I-1003,
C5095,I-1013,
C5095,I-1025,
C5095,I-1019,
C5095,I-1032,
C5095,I-1044,
C5095,I-1016,
C5095,I-1043,
C5095,I-1029,
C5095,I-1008,
C5095,I-1013,
C5095,I-1009,
C5095,I-1039,
C5095,I-1005,
C5095,I-1014,
C5095,I-1005,
C5095,I-1010,
C5095,I-1013,
C5095,I-1013,
C5095,I-1008,
C5095,I-1025,
C5095,I-1013,
C5096,I-1021,
C5096,I-1032,
C5096,I-1015,
C5096,I-1014,
C5096,I-1015,
C5096,I-1033,
C5096,I-1034,
C5096,I-1035,
C5096,I-1042,
C5096,I-1044,
C5096,I-1009,
C5096,I-1010,
C5096,I-1016,
C5096,I-1045,
C5096,I-1002,
C5096,I-1015,
C5096,I-1041,
C5096,I-1012,
C5096,I-1036,
C5096,I-1005,
C5096,I-1014,
C5096,I-1041,
C5096,I-1039,
C5096,I-1009,
C5096,I-1004,
C5096,I-1016,
C5098,I-1043,
C5098,I-1014,
C5098,I-1039,
C5098,I-1031,
C5098,I-1026,
C5098,I-1006,
C5098,I-1016,
C5098,I-1043,
C5098,I-1019,
C5098,I-1024,
C5098,I-1025,
C5098,I-1024,
C5098,I-1006,
C5098,I-1008,
C5098,I-1041,
C5098,I-1044,
C5098,I-1006,
C5098,I-1001,
C5098,I-1002,
C5098,I-1026,
C5098,I-1042,
C5098,I-1016,
C5098,I-1008,
C5099,I-1032,
C5099,I-1040,
C5099,I-1044,
C5099,I-1017,
C5099,I-1028,
C5099,I-1016,
C5099,I-1012,
C5099,I-1010,
C5099,I-1045,
C5099,I-1042,
C5099,I-1013,
C5099,I-1014,
C5099,I-1009,
C5100,I-1041,
C5100,I-1042,
C5100,I-1009,
C5100,I-1045,
C5100,I-1045,
C5100,I-1019,
C5100,I-1045,
C5100,I-1041,
C5100,I-1043,
C5100,I-1045,
C5100,I-1007,
C5100,I-1043,
C5100,I-1007,
C5101,I-1011,
C5101,I-1020,
C5101,I-1021,
C5101,I-1021,
C5101,I-1020,
C5101,I-1020,
C5101,I-1019,
C5101,I-1036,
C5101,I-1019,
C5101,I-1022,
C5101,I-1027,
C5101,I-1011,
C5101,I-1019,
C5101,I-1019,
C5101,I-1019,
C5101,I-1021,
C5101,I-1039,
C5101,I-1022,
C5101,I-1018,
C5101,I-1018,
C5101,I-1020,
C5101,I-1021,
C5101,I-1020,
C5101,I-1002,
C5101,I-1020,
C5102,I-1033,
C5102,I-1015,
C5102,I-1032,
C5102,I-1040,
