movie_id,title,release_year,release_date,runtime,mpa_rating,mpa_rating_origin,imdb_score,votes,reviews_users,reviews_critics,budget,income_usa,income_ww,theater_opening,theater_total,country_1,country_2,country_3,studio,director,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Genre_8,awards,contract_price,studio_score,price_class,writer_1,writer_2,actor_1,actor_2,actor_3,description,storyline
tt2024544,12 Years a Slave,2013,11-08-2013,134,R,R,8.1,591906,814,609,20000000,56671993,187733202,19,1474,USA,UK,,Fox Searchlight,Steve McQueen,Biography,Drama,History,,,,,,Won 3 Oscars.,2375,6,5,John Ridley,Solomon Northup,Chiwetel Ejiofor,Dwight Henry,Dickie Gravois,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","Based on an incredible true story of one man's fight for survival and freedom. In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty personified by a malevolent slave owner, as well as unexpected kindnesses, Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon's chance meeting with a Canadian abolitionist will forever alter his life."
tt1542344,127 Hours,2010,01-28-2011,94,R,R,7.6,330176,468,459,18000000,18335230,60738797,4,916,USA,UK,Franc,Fox Searchlight,Danny Boyle,Biography,Drama,,,,,,,Nominated for 6 Oscars.,2145,4,1,Danny Boyle,Simon Beaufoy,James Franco,Kate Mara,Amber Tamblyn,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","127 Hours is the true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah. Over the next five days Ralston examines his life and survives the elements to finally discover he has the courage and the wherewithal to extricate himself by any means necessary, scale a 65 foot wall and hike over eight miles before he can be rescued. Throughout his journey, Ralston recalls friends, lovers, family, and the"
tt0450232,16 Blocks,2006,03-03-2006,102,PG-13,PG-13,6.6,122860,313,193,52000000,36895141,65664721,2706,2706,USA,German,,WB,Richard Donner,Action,Crime,Drama,Thriller,,,,,2 nominations.,2295,10,1,Richard Wenk,,Bruce Willis,Yasiin Bey,David Morse,"An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece.","Jack Mosley, a burnt-out detective, is assigned the unenviable task of transporting a fast-talking convict from jail to a courthouse 16 blocks away. However, along the way he learns that the man is supposed to testify against Mosley's colleagues, and the entire NYPD wants him dead. Mosley must choose between loyalty to his colleagues and protecting the witness, and never has such a short distance seemed so long..."
tt0974661,17 Again,2009,04-17-2009,102,PG-13,PG-13,6.3,170237,209,193,20000000,64167069,136267476,3255,3255,USA,,,WB (NL),Burr Steers,Comedy,Drama,Fantasy,,,,,,3 wins & 5 nominations.,2285,6,3,Jason Filardi,,Zac Efron,Leslie Mann,Thomas Lennon,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,"At 17 Mike O'Donnell is on top of the world: he's the star of his high school basketball team, is a shoo-in for a college scholarship, and is dating his soul-mate, Scarlet. But at what's supposed to be his big game where a college scout is checking him out, Scarlet reveals that she's pregnant. Mike decides to leave the game and asks Scarlet to marry him, which she does. During their marriage, Mike can only whine about the life he lost because he married her, so she throws him out. When he also loses his job"
tt0841044,2 Days in Paris,2007,08-31-2007,96,R,R,6.8,29288,105,146,.,4433994,19776159,10,148,Fra,German,,Gold.,Julie Delpy,Comedy,Drama,Romance,,,,,,2 wins & 5 nominations.,2070,1,1,Julie Delpy,,Adam Goldberg,Julie Delpy,Daniel Br　hl,"Marion and Jack try to rekindle their relationship with a visit to Paris, home of Marion's parents -- and several of her ex-boyfriends.","2 Jours - 2 Days follows two days in the relationship of a New York based couple - a French photographer Marion and American interior designer Jack - as they attempt to re-infuse their relationship with romance by taking a vacation in Europe. Their trip to Venice didn't really work out, - they both came down with gastroenteritis. They have higher hopes for Paris. But the combination of Marion's overbearing non-English-speaking parents, flirtatious ex-boyfriends, and Jack's obsession with photographing every"
tt1272878,2 Guns,2013,08-02-2013,109,R,R,6.7,185092,199,274,61000000,75612460,131940411,3025,3028,USA,,,Universal,Baltasar Korm,Action,Comedy,Thriller,,,,,,3 wins.,2295,10,1,Blake Masters,Steven Grant,Denzel Washington,Mark Wahlberg,Paula Patton,"Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.","Robert Trench, an undercover DEA agent, takes advantage of gunman Michael Stigman's idea to rob a bank to bust him and a mob boss. However, it proves too successful with much more money seized than anticipated with Trench's forces not stopping the getaway. Complicating things still more, Stigman turns out to be a Naval Intelligence agent who shoots Trench and takes the money. The interservice debacle suddenly finds Trench and Stigman in a bloody web of corrupt clandestine rivalries as they are hunted, black"
tt4385888,20th Century Women,2016,01-20-2017,119,R,R,7.3,34032,98,217,7000000,5664764,7214806,4,650,USA,,,A24,Mike Mills,Comedy,Drama,,,,,,,Nominated for 1 Oscar.,2145,4,1,Mike Mills,,Annette Bening,Elle Fanning,Greta Gerwig,"The story of a teenage boy, his mother, and two other women who help raise him among the love and freedom of Southern California of 1979.","Love, life, and the struggles of a mother bringing up a son in the the late 70's. The ignorance of a free spirit against the needs of a young man trying to find his true character and beliefs. Living in a bohemian household shared with 3 like minded spirited people to help pay the rent, his mother tries to establish bonds that he cannot deal with. She cannot deal with his inability to talk, and enlists the help of other females in his life to share the burden of his upbringing. Slowly life unravels for them"
tt1232829,21 Jump Street,2012,03-16-2012,109,R,R,7.2,486385,388,385,42000000,138447667,201585328,3121,3148,USA,,,Sony Pictures/Columbia,Phil Lord,Action,Comedy,Crime,,,,,,11 wins & 20 nominations.,2295,10,1,Michael Bacall,Michael Bacall,Jonah Hill,Channing Tatum,Brie Larson,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,"In high school, Schmidt (Jonah Hill) was a dork and Jenko (Channing Tatum) was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs."
tt2294449,22 Jump Street,2014,06-13-2014,112,R,R,7,326626,352,343,50000000,191719337,331333876,3306,3426,USA,,,Sony Pictures/Columbia,Phil Lord,Action,Comedy,Crime,,,,,,7 wins & 24 nominations.,2295,10,1,Michael Bacall,Oren Uziel,Jonah Hill,Channing Tatum,Peter Stormare,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.","After making their way through high school (twice), big changes are in store for officers Schmidt (Jonah Hill) and Jenko (Channing Tatum) when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen in"
tt0988595,27 Dresses,2008,01-18-2008,111,PG-13,PG-13,6.1,147107,166,178,30000000,76808654,160259319,3057,3074,USA,,,20th Century Fox,Anne Fletcher,Comedy,Romance,,,,,,,5 wins & 3 nominations.,2195,6,1,Aline Brosh McKenna,,Brian Kerwin,Charli Barcena,Peyton List,"After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.","Two things about Jane: she never says no to her friends (she's been a bridesmaid 27 times and selflessly plans friends' weddings), and she's in love with her boss, George, nurturing dreams of a lovely, romantic wedding of her own. She meets Kevin, a cynical writer who finds her attractive, and that same week her flirtatious younger sister Tess comes to town. Jane silently watches George fall for Tess, a manipulative pretender. Worse, Jane may be called upon to plan their wedding. Meanwhile, Kevin tries to g"
tt0463854,28 Weeks Later,2007,05-11-2007,100,R,R,7,245782,762,282,15000000,28638916,64238440,2303,2305,UK,Spain,,FoxA,Juan Carlos Fresn,Horror,Sci-Fi,,,,,,,2 wins & 13 nominations.,2095,2,1,Rowan Joffe,Juan Carlos Fresnadillo,Robert Carlyle,Rose Byrne,Jeremy Renner,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.","28 Weeks Later picks up six months after the Rage Virus has decimated the city of London. The US Army has restored order and is repopulating the quarantined city, when a carrier of the Rage Virus enters London and unknowingly re-ignites the spread of the deadly infection and the nightmare begins... again."
tt2172934,3 Days to Kill,2014,02-21-2014,117,PG-13,PG-13,6.2,83022,240,220,28000000,30697999,52597999,2872,2872,USA,France,Serbi,Rela.,McG,Action,Drama,Thriller,,,,,,,2145,4,1,Adi Hasak,Luc Besson,Kevin Costner,Amber Heard,Hailee Steinfeld,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,"Dying of brain cancer, a dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter, whom he's previously kept at arm's length to keep out of danger; but first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunt down the world's most ruthless terrorist and look after his teenage daughter for the first time in ten years while his wife is out of town."
tt0389722,30 Days of Night,2007,10-19-2007,113,R,R,6.6,157974,562,300,30000000,39569000,75505977,2855,2859,USA,New Ze,,Sony Pictures/Columbia,David Slade,Action,Horror,Thriller,,,,,,13 nominations.,2195,6,1,Steve Niles,Stuart Beattie,Josh Hartnett,Melissa George,Danny Huston,"After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.","This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction."
tt1622547,30 Minutes or Less,2011,08-12-2011,83,R,R,6.1,89074,137,224,28000000,37053924,40547440,2888,2888,USA,,,Sony Pictures/Columbia,Ruben Fleischer,Action,Comedy,Crime,,,,,,,2195,6,1,Michael Diliberti,Michael Diliberti,Jesse Eisenberg,Danny McBride,Aziz Ansari,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...","The not so smart Dwayne intends to open a massage parlor with his partner Travis, but he does not have money for the investment. He decides to hire a hit-man to kill his father, The Major, who won a large amount of money in the lottery years ago, but the killer demands US$ 100,000 for the job. Dwayne and Travis kidnap the pizza delivery boy Nick and they dress Nick in a vest with a timer and several bombs. Then Dwayne tells Nick that he has ten hours to rob US$ 100,000 from a bank. Once he does, he would gi"
tt2932536,47 Meters Down,2017,06-16-2017,89,PG-13,PG-13,5.6,42965,400,250,5300000,44307191,62187529,2270,2471,UK,USA,,ENTMP,Johannes Roberts,Adventure,Drama,Horror,Thriller,,,,,2 nominations.,2185,2,3,Johannes Roberts,Ernest Riera,Mandy Moore,Claire Holt,Chris Johnson,"Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.","Two sisters are exploring the deep blue sea until something goes wrong. As they submerge 47m they encounter a creature that only wants flesh and blood. As they fight their way back to the top, they shortly run out of oxygen. With only an hour left they're not only racing against time they are racing against life and death."
tt1335975,47 Ronin,2013,12-25-2013,128,PG-13,PG-13,6.2,139105,354,225,175000000,38362475,151783839,2689,2690,USA,UK,Japan,Universal,Carl Rinsch,Action,Drama,Fantasy,,,,,,5 nominations.,2295,10,1,Chris Morgan,Hossein Amini,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,"While hunting in the forest, Lord Asano of Ako and his samurai find a young half-breed and take him with them to live in the castle. Several years later, Lord Asano holds a tournament to welcome the Shogun to Ako. The night after the tournament, Lord Asano is bewitched into hurting Lord Kira of Nagato, and is punished into committing seppuku by the Shogun. Realizing that it was a Lord Kira's evil plot, the samurais and the half-breed sets out for revenge against the Shogun's order."
tt1306980,50/50,2011,09-30-2011,100,R,R,7.6,304478,418,334,8000000,35014192,39187783,2458,2479,USA,,,Sum.,Jonathan Levine,Comedy,Drama,Romance,,,,,,Nominated for 2 Golden Globes.,2095,2,1,Will Reiser,,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.","Adam is a 27 year old writer of radio programs and is diagnosed with a rare form of spinal cancer. With the help of his best friend, his mother, and a young therapist at the cancer center, Adam learns what and who the most important things in his life are."
tt0411061,88 Minutes,2007,04-18-2008,108,R,R,5.9,72229,270,155,30000000,17213467,32593385,2168,2168,USA,German,Canad,Sony Pictures/Columbia,Jon Avnet,Crime,Drama,Mystery,Thriller,,,,,3 nominations.,2195,6,1,Gary Scott Thompson,,Al Pacino,Alicia Witt,Leelee Sobieski,"On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live.","In Seattle, the successful forensic psychiatrist and college professor Jack Gramm is in evidence since he was responsible for the condemnation of the serial killer Jon Forster, influencing the jury to sentence him to the death row. Jon accuses Jack of manipulation, inducing one witness and sister of one of his victims to testify against him. On the eve of Jon's execution, Jack receives a phone call telling him that he has only eighty-eight minutes of life, while a killer is copycatting Jon, killing women wi"
tt2891174,99 Homes,2014,10-09-2015,112,R,R,7.1,27471,107,210,8000000,1411927,1828232,2,691,Spa,UK,,BG,Ramin Bahrani,Drama,,,,,,,,Nominated for 1 Golden Globe.,2095,2,1,Ramin Bahrani,Bahareh Azimi,Michael Shannon,Douglas M. Griffin,Randy Austin,A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.,"Around the world everyone knows that honest hard work gets you nowhere. In sunny Orlando, Florida, construction worker Dennis Nash learns this the hard way when he is evicted from his home by a charismatic, gun-toting real-estate broker, Rick Carver. Humiliated and homeless, Nash has no choice but to move his mom and nine-year old son into a shabby, dangerous motel. All is lost. Until an unexpected opportunity arises for Nash to strike a deal with the devil - he begins working for Carver in a desperate atte"
tt6359956,A Bad Moms Christmas,2017,11-01-2017,104,R,R,5.5,34932,175,149,28000000,72110659,130560428,3615,3615,USA,China,,STX,Jon Lucas,Comedy,,,,,,,,1 win & 1 nomination.,2145,4,1,Jon Lucas,Scott Moore,Mila Kunis,Kristen Bell,Kathryn Hahn,"As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","A Bad Moms Christmas follows our three under-appreciated and over-burdened women as they rebel against the challenges and expectations of the Super Bowl for moms: Christmas. And as if creating a more perfect holiday for their families wasn't hard enough, they must do all of that while hosting and entertaining their own mothers. By the end of the journey, our moms will redefine how to make the holidays special for all and discover a closer relationship with their mothers."
tt2056771,A Bigger Splash,2015,05-13-2016,125,R,R,6.4,24296,88,247,.,2024099,7545758,5,378,Ita,France,,Fox Searchlight,Luca Guadagnino,Drama,Thriller,,,,,,,4 wins & 17 nominations.,2145,4,1,David Kajganich,Jacques Deray,Tilda Swinton,Matthias Schoenaerts,Ralph Fiennes,The vacation of a famous rock star and her boyfriend in Italy is disrupted by the unexpected visit of an old friend and his daughter.,"In A BIGGER SPLASH, the lives of a high profile couple, a famous rock star (Tilda Swinton) and a filmmaker (Matthias Schoenaerts), vacationing and recovering on the idyllic sun-drenched and remote Italian island of Pantelleria, are disrupted by the unexpected visit of an old friend (Ralph Fiennes) and his daughter (Dakota Johnson) - creating a whirlwind of jealousy, passion and, ultimately, danger for everyone involved."
tt4731136,A Cure for Wellness,2016,02-17-2017,146,R,R,6.4,73584,383,331,40000000,8106986,26620002,2704,2704,USA,German,,Fox,Gore Verbinski,Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,,,4 wins & 5 nominations.,2195,6,1,Justin Haythe,Justin Haythe,Dane DeHaan,Jason Isaacs,Mia Goth,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps. He soon suspects that the spa's miraculous treatments are not what they seem. When he begins to unravel its terrifying secrets, his sanity is tested, as he finds himself diagnosed with the same curious illness that keeps all the guests here longing for the cure."
tt1753383,A Dog's Purpose,2017,01-27-2017,100,PG,PG,7.1,58504,400,140,22000000,64508620,205736628,3059,3178,USA,India,,Universal,Lasse Hallstr,Adventure,Comedy,Drama,Family,Fantasy,,,,3 nominations.,2285,6,3,W. Bruce Cameron,Cathryn Michon,Josh Gad,Dennis Quaid,Peggy Lipton,A dog looks to discover his purpose in life over the course of several lifetimes and owners.,"Lasse Hallstr　m ""The Hundred-Foot Journey"" directed this adaptation of the best-selling novel of the same name by W. Bruce Cameron, which follows a dog voiced by Josh Gad as he is reincarnated as different breeds belonging to various owners. Over the course of multiple lifetimes, the canine's existence intersects with that of a young boy who rescued him in 1962."
tt1606378,A Good Day to Die Hard,2013,02-14-2013,98,R,R,5.3,191058,541,425,92000000,67349198,304654182,3553,3555,USA,Russia,Hunga,20th Century Fox,John Moore,Action,Thriller,,,,,,,5 wins & 8 nominations.,2385,10,3,Skip Woods,Roderick Thorp,Bruce Willis,Jai Courtney,Sebastian Koch,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.","Iconoclastic, take-no-prisoners cop John McClane, for the first time, finds himself on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes."
tt2243537,A Haunted House,2013,01-11-2013,86,R,R,5,41190,118,131,2500000,40041683,60141683,2160,2160,USA,,,ORF,Michael Tiddes,Comedy,Fantasy,,,,,,,1 win & 1 nomination.,2145,4,1,Marlon Wayans,Rick Alvarez,Marlon Wayans,Marlene Forte,Essence Atkins,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help.","In October 2012 a video footage is found at the home of Malcolm Johnson and the recordings are still unexplained. Past this prologue a story in flashback form unfolds. During the summer of 2012, Malcolm and Kisha move in together and start a happy life. One night Kisha notices a few unexplained phenomena that convince her their house is haunted by ghosts. To allay her fears Malcom hires a camera crew to film inside the house day and night. A few nights later Malcom and Keisha have sex on camera, despite Kei"
tt0399146,A History of Violence,2005,09-30-2005,96,R,R,7.4,213918,1149,450,32000000,31504633,60740827,14,1348,USA,German,Canad,NL,David Cronenberg,Drama,Thriller,,,,,,,Nominated for 2 Oscars.,2145,4,1,John Wagner,Vince Locke,Viggo Mortensen,Maria Bello,Ed Harris,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core in this action thriller.","This thrill-packed actioner follows a mild-mannered man, named Tom Stall, who becomes a local hero through an act of violence, he lives a happy and quiet life with his lawyer wife and their two children in the small town of Millbrook, Indiana. But one night their idyllic existence is shattered when Tom foils a vicious attempted robbery in his diner. Sensing danger, he takes action and saves his customers and friends in the self-defense killings of two-sought-after criminals. Heralded as a hero, Tom's life i"
tt0391304,A Lot Like Love,2005,04-22-2005,107,PG-13,PG-13,6.6,65355,167,112,30000000,21845719,42886719,2502,2502,USA,Americ,,BUENA VISTA,Nigel Cole,Comedy,Drama,Romance,,,,,,1 win & 3 nominations.,2195,6,1,Colin Patrick Lynch,,Amanda Peet,Ashton Kutcher,Taryn Manning,Unaquainted Emily and Oliver join the mile high club together on the way from LAX to NYC - end of story except they meet on and off the next 7 years. Are they meant for each other?,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?"
